...1,player_name,position,attempts,completions,comp_pct,pass_yd,pass_td,int,rush_yd,rush_td,fumbles_lost,two_point,fantasy_ppr,weeks_played,calc_fantasy_unfinished,carries,trgt,receptions,rec_yd,rec_td,trgt_share
11,T.Hill,TE,NA,NA,NA,NA,NA,NA,575,7,0,0,145.8,16,123.7,96,13,9,77,2,0.026369168356998
12,J.Johnson,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,134.8,16,113.8,0,65,42,508,7,0.13184584178499
13,A.Trautman,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,44.7,12,35.7,0,22,18,207,1,0.0446247464503043
14,N.Vannett,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,3.3,2,2.3,0,2,2,13,0,0.00405679513184584
15,C.Olave,WR,NA,NA,NA,NA,NA,NA,0,0,2,1,198.2,15,162.2,0,119,72,1042,4,0.241379310344828
16,R.Shaheed,WR,NA,NA,NA,NA,NA,NA,57,1,0,0,100.5,11,86.5,4,34,28,488,2,0.0689655172413793
17,J.Landry,WR,NA,NA,NA,NA,NA,NA,0,0,0,1,60.2,9,47.7,0,39,25,272,1,0.0791075050709939
18,T.Smith,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,52.8,9,43.3,0,27,19,278,1,0.0547667342799189
19,M.Thomas,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,51.1,3,43.1,0,22,16,171,3,0.0446247464503043
20,M.Callaway,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,37.8,10,29.8,0,32,16,158,1,0.0649087221095335
21,K.White,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,9.4,4,8.4,0,5,2,74,0,0.0101419878296146
22,K.Kirkwood,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,3.8,3,2.8,0,4,2,18,0,0.00811359026369168
23,D.Harty,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,3.3,2,2.3,0,2,2,13,0,0.00405679513184584
1,D.Jones,QB,472,317,67.16%,3205,15,5,708,7,3,2,289,16,294,NA,NA,NA,NA,NA,NA
2,D.Webb,QB,40,23,57.50%,168,1,0,41,1,0,0,20.82,1,20.82,NA,NA,NA,NA,NA,NA
3,T.Taylor,QB,8,6,75.00%,58,1,1,70,0,1,1,11.32,2,12.32,NA,NA,NA,NA,NA,NA
4,S.Barkley,RB,NA,NA,NA,NA,NA,NA,1312,10,0,1,284,16,255.5,295,76,57,338,0,0.146153846153846
5,M.Breida,RB,NA,NA,NA,NA,NA,NA,220,1,0,0,59.8,17,49.8,54,25,20,118,0,0.0480769230769231
6,G.Brightwell,RB,NA,NA,NA,NA,NA,NA,141,1,0,0,29,8,26.5,31,8,5,39,0,0.0153846153846154
7,D.Bellinger,TE,NA,NA,NA,NA,NA,NA,2,1,1,1,75,11,60,1,35,30,268,2,0.0673076923076923
8,L.Cager,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,30.8,5,24.3,0,18,13,118,1,0.0346153846153846
9,T.Hudson,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,23.2,6,18.2,0,15,10,132,0,0.0288461538461538
10,C.Myarick,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,19.5,7,16,0,8,7,65,1,0.0153846153846154
11,N.Vannett,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,8.2,3,6.2,0,7,4,42,0,0.0134615384615385
12,R.James,WR,NA,NA,NA,NA,NA,NA,6,0,0,0,138.5,14,110,2,70,57,569,4,0.134615384615385
13,D.Slayton,WR,NA,NA,NA,NA,NA,NA,0,0,1,0,128.4,13,105.4,0,71,46,724,2,0.136538461538462
14,I.Hodgins,WR,NA,NA,NA,NA,NA,NA,0,0,1,1,92.1,8,75.6,0,42,33,351,4,0.0807692307692308
15,W.Robinson,WR,NA,NA,NA,NA,NA,NA,-1,0,0,0,51.6,6,40.1,2,31,23,227,1,0.0596153846153846
16,S.Shepard,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,34.4,3,27.9,0,24,13,154,1,0.0461538461538462
17,D.Sills,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,21.6,7,16.1,0,17,11,106,0,0.0326923076923077
18,K.Golladay,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,20.1,6,17.1,0,17,6,81,1,0.0326923076923077
19,M.Johnson,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,18.9,5,14.4,0,22,9,99,0,0.0423076923076923
20,K.Toney,WR,NA,NA,NA,NA,NA,NA,23,0,0,0,4.3,2,3.3,2,3,2,0,0,0.00576923076923077
1,Z.Wilson,QB,242,132,54.55%,1688,6,7,102,1,1,0,98.92,9,98.72,NA,NA,NA,NA,NA,NA
2,M.White,QB,175,103,58.86%,1192,3,4,9,1,1,0,56.58,4,60.58,NA,NA,NA,NA,NA,NA
3,J.Flacco,QB,191,110,57.59%,1051,5,3,6,0,4,0,48.04,5,51.64,NA,NA,NA,NA,NA,NA
4,C.Streveler,QB,15,10,66.67%,90,0,0,54,0,0,0,9,1,9,NA,NA,NA,NA,NA,NA
5,M.Carter,RB,NA,NA,NA,NA,NA,NA,402,3,1,0,126,16,105.5,114,54,41,288,0,0.086677367576244
6,B.Hall,RB,NA,NA,NA,NA,NA,NA,463,4,1,0,115.1,7,105.6,80,31,19,218,1,0.0497592295345104
7,Z.Knight,RB,NA,NA,NA,NA,NA,NA,300,1,0,0,59,7,52.5,85,14,13,100,0,0.0224719101123595
8,T.Johnson,RB,NA,NA,NA,NA,NA,NA,160,1,0,0,42.8,10,36.8,30,24,12,88,0,0.0385232744783307
9,J.Robinson,RB,NA,NA,NA,NA,NA,NA,85,0,0,0,17,4,16,29,3,2,5,1,0.00481540930979133
10,T.Conklin,TE,NA,NA,NA,NA,NA,NA,3,0,0,0,131.5,17,102.5,2,87,58,552,3,0.139646869983949
11,C.Uzomah,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,56.2,12,45.7,0,27,21,232,2,0.043338683788122
12,J.Ruckert,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,1.8,2,1.3,0,2,1,8,0,0.00321027287319422
13,L.Cager,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0.00160513643659711
14,G.Wilson,WR,NA,NA,NA,NA,NA,NA,4,0,1,0,216,17,175,4,146,82,1116,4,0.234349919743178
15,C.Davis,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,97.6,13,81.6,0,64,32,536,2,0.102728731942215
16,E.Moore,WR,NA,NA,NA,NA,NA,NA,5,0,0,0,88.1,14,69.6,5,65,37,446,1,0.104333868378812
17,B.Berrios,WR,NA,NA,NA,NA,NA,NA,91,2,0,0,57.68,15,44.6,9,32,18,145,0,0.0513643659711075
18,D.Mims,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,29.6,9,24.1,0,25,11,186,0,0.0401284109149278
19,J.Smith,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,21.4,7,17.4,0,11,8,134,0,0.0176565008025682
1,J.Hurts,QB,460,306,66.52%,3701,22,6,760,13,2,2,378.04,15,384.04,NA,NA,NA,NA,NA,NA
2,G.Minshew,QB,76,44,57.89%,663,3,3,3,1,1,0,36.82,5,39.82,NA,NA,NA,NA,NA,NA
3,M.Sanders,RB,NA,NA,NA,NA,NA,NA,1269,11,2,0,216.7,17,206.7,259,26,20,78,0,0.0485074626865672
4,K.Gainwell,RB,NA,NA,NA,NA,NA,NA,240,4,0,0,87.9,17,76.4,53,29,23,169,0,0.0541044776119403
5,B.Scott,RB,NA,NA,NA,NA,NA,NA,217,3,0,0,46.2,13,43.7,54,6,5,15,0,0.0111940298507463
6,T.Sermon,RB,NA,NA,NA,NA,NA,NA,19,0,0,0,1.9,1,1.9,2,0,0,0,0,0
7,D.Goedert,TE,NA,NA,NA,NA,NA,NA,0,0,1,0,141.2,12,113.7,0,69,55,702,3,0.128731343283582
8,J.Stoll,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,23.3,9,17.8,0,14,11,123,0,0.0261194029850746
9,G.Calcaterra,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,13.1,5,10.6,0,9,5,81,0,0.0167910447761194
10,N.Togiai,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0.00186567164179104
11,A.Brown,WR,NA,NA,NA,NA,NA,NA,0,0,2,0,299.6,17,255.6,0,145,88,1496,11,0.270522388059701
12,D.Smith,WR,NA,NA,NA,NA,NA,NA,0,0,1,0,254.6,17,207.1,0,136,95,1196,7,0.253731343283582
13,Q.Watkins,WR,NA,NA,NA,NA,NA,NA,1,0,1,0,84.5,16,68,3,51,33,354,3,0.0951492537313433
14,Z.Pascal,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,36,12,28.5,1,19,15,150,1,0.0354477611940298
1,K.Pickett,QB,389,245,62.98%,2404,7,9,237,3,1,2,149.86,13,158.86,NA,NA,NA,NA,NA,NA
2,M.Trubisky,QB,180,117,65.00%,1252,4,5,38,2,0,1,73.88,7,78.88,NA,NA,NA,NA,NA,NA
3,N.Harris,RB,NA,NA,NA,NA,NA,NA,1034,7,2,0,223.46,17,202.8,272,53,41,229,3,0.0931458699472759
4,J.Warren,RB,NA,NA,NA,NA,NA,NA,379,1,0,0,93.3,16,79.3,77,33,28,214,0,0.0579964850615114
5,B.Snell,RB,NA,NA,NA,NA,NA,NA,90,1,0,0,18.7,3,17.7,20,2,2,17,0,0.00351493848857645
6,A.McFarland,RB,NA,NA,NA,NA,NA,NA,30,0,0,0,6.1,1,5.1,6,2,2,11,0,0.00351493848857645
7,P.Freiermuth,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,148.2,15,116.7,0,98,63,732,2,0.172231985940246
8,C.Heyward,TE,NA,NA,NA,NA,NA,NA,27,0,0,0,35.8,8,29.8,2,17,12,151,1,0.0298769771528998
9,Z.Gentry,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,32.2,14,22.7,0,23,19,132,0,0.0404217926186292
10,D.Johnson,WR,NA,NA,NA,NA,NA,NA,25,0,0,2,180.7,17,137.7,7,147,86,882,0,0.258347978910369
11,G.Pickens,WR,NA,NA,NA,NA,NA,NA,24,1,0,1,166.5,17,140.5,3,84,52,801,4,0.147627416520211
12,C.Claypool,WR,NA,NA,NA,NA,NA,NA,55,0,0,0,78.64,8,58.6,8,50,32,311,1,0.0878734622144113
13,S.Sims,WR,NA,NA,NA,NA,NA,NA,70,0,0,0,31.4,11,24.4,13,23,14,104,0,0.0404217926186292
14,G.Olszewski,WR,NA,NA,NA,NA,NA,NA,39,0,0,0,14.2,10,11.7,8,7,5,53,0,0.0123022847100176
15,M.Boykin,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,3.1,3,2.1,0,3,2,11,0,0.00527240773286467
16,C.White,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,1.2,1,0.7,0,1,1,2,0,0.00175746924428822
1,G.Smith,QB,572,399,69.76%,4282,30,11,366,1,4,0,303.88,17,314.88,NA,NA,NA,NA,NA,NA
2,K.Walker,RB,NA,NA,NA,NA,NA,NA,1050,9,0,0,202.5,15,189,228,35,27,165,0,0.0611888111888112
3,R.Penny,RB,NA,NA,NA,NA,NA,NA,346,2,0,0,52.2,5,50.2,57,5,4,16,0,0.00874125874125874
4,D.Dallas,RB,NA,NA,NA,NA,NA,NA,186,0,0,0,46.2,11,39.7,35,19,17,126,0,0.0332167832167832
5,T.Homer,RB,NA,NA,NA,NA,NA,NA,74,0,1,0,43.1,8,35.1,19,18,16,157,1,0.0314685314685315
6,T.Jones,RB,NA,NA,NA,NA,NA,NA,16,0,0,0,6.4,2,4.9,8,6,3,18,0,0.0104895104895105
7,G.Igwebuike,RB,NA,NA,NA,NA,NA,NA,4,0,0,0,1.7,1,1.2,3,1,1,3,0,0.00174825174825175
8,N.Fant,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,122.6,17,97.6,0,63,50,486,4,0.11013986013986
9,W.Dissly,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,86.9,15,69.9,0,38,34,349,3,0.0664335664335664
10,C.Parkinson,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,69.2,14,56.7,0,34,25,322,2,0.0594405594405594
11,T.Mabry,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,7.7,1,7.2,0,1,1,7,1,0.00174825174825175
12,T.Lockett,WR,NA,NA,NA,NA,NA,NA,0,0,1,0,239.3,16,197.3,0,117,84,1033,9,0.204545454545455
13,D.Metcalf,WR,NA,NA,NA,NA,NA,NA,0,0,2,0,226.8,17,181.8,0,141,90,1048,6,0.246503496503497
14,M.Goodwin,WR,NA,NA,NA,NA,NA,NA,5,0,0,0,90.2,12,76.7,2,42,27,387,4,0.0734265734265734
15,D.Eskridge,WR,NA,NA,NA,NA,NA,NA,10,0,0,0,13.8,8,10.3,2,13,7,58,0,0.0227272727272727
16,L.Treadwell,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,10.2,3,7.2,0,10,6,42,0,0.0174825174825175
17,P.Hart,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,5,3,3.5,0,4,3,20,0,0.00699300699300699
18,D.Young,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,4.4,1,3.4,0,2,2,24,0,0.0034965034965035
19,C.Johnson,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,4.1,2,3.1,0,4,2,21,0,0.00699300699300699
1,J.Garoppolo,QB,308,207,67.21%,2437,16,4,33,2,2,0,164.78,11,168.78,NA,NA,NA,NA,NA,NA
2,B.Purdy,QB,170,114,67.06%,1374,13,4,13,1,0,0,106.26,9,110.26,NA,NA,NA,NA,NA,NA
3,T.Lance,QB,31,15,48.39%,194,0,1,67,0,0,0,12.46,2,13.46,NA,NA,NA,NA,NA,NA
4,J.Johnson,QB,2,1,50.00%,10,0,0,3,0,0,0,0.7,1,0.7,NA,NA,NA,NA,NA,NA
5,C.McCaffrey,RB,NA,NA,NA,NA,NA,NA,746,6,0,0,238.36,11,207,159,65,52,464,4,0.12720156555773
6,J.Wilson,RB,NA,NA,NA,NA,NA,NA,468,2,2,0,73.9,8,68.9,92,13,10,91,0,0.025440313111546
7,E.Mitchell,RB,NA,NA,NA,NA,NA,NA,279,2,0,0,43.6,5,42.1,45,4,3,7,0,0.00782778864970646
8,J.Mason,RB,NA,NA,NA,NA,NA,NA,258,1,0,0,31.8,8,31.8,43,0,0,0,0,0
9,T.Coleman,RB,NA,NA,NA,NA,NA,NA,26,1,0,0,22,2,20.5,12,3,3,44,1,0.00587084148727984
10,T.Davis-Price,RB,NA,NA,NA,NA,NA,NA,99,0,0,0,9.9,5,9.9,34,2,0,0,0,0.00391389432485323
11,G.Kittle,TE,NA,NA,NA,NA,NA,NA,0,0,1,0,200.5,15,170.5,0,86,60,765,11,0.168297455968689
12,R.Dwelley,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,19.5,4,18,0,5,3,105,1,0.00978473581213307
13,T.Kroft,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,9.7,4,7.7,0,5,4,57,0,0.00978473581213307
14,C.Woerner,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,2,0,0,0,0.00391389432485323
15,B.Aiyuk,WR,NA,NA,NA,NA,NA,NA,23,0,1,0,227.8,17,188.8,2,114,78,1015,8,0.223091976516634
16,D.Samuel,WR,NA,NA,NA,NA,NA,NA,232,3,2,0,168.4,13,140.4,42,94,56,632,2,0.183953033268102
17,J.Jennings,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,82.6,16,65.1,0,56,35,416,1,0.10958904109589
18,R.McCloud,WR,NA,NA,NA,NA,NA,NA,78,1,0,0,58.1,14,51.1,4,25,14,243,1,0.0489236790606654
19,D.Gray,WR,NA,NA,NA,NA,NA,NA,9,0,0,0,2.9,5,2.4,1,7,1,10,0,0.0136986301369863
1,T.Brady,QB,733,490,66.85%,4694,25,9,-1,1,4,2,271.66,17,280.66,NA,NA,NA,NA,NA,NA
2,B.Gabbert,QB,8,6,75.00%,29,1,0,0,0,0,0,5.16,1,5.16,NA,NA,NA,NA,NA,NA
3,K.Trask,QB,9,3,33.33%,23,0,0,0,0,0,0,0.92,1,0.92,NA,NA,NA,NA,NA,NA
4,L.Fournette,RB,NA,NA,NA,NA,NA,NA,668,3,0,0,226.1,16,191.6,189,83,73,523,3,0.110666666666667
5,R.White,RB,NA,NA,NA,NA,NA,NA,481,1,2,0,141.1,16,116.1,129,58,50,290,2,0.0773333333333333
6,K.Vaughn,RB,NA,NA,NA,NA,NA,NA,53,0,0,0,10.2,5,8.7,17,4,3,19,0,0.00533333333333333
7,G.Bernard,RB,NA,NA,NA,NA,NA,NA,28,0,0,0,4.7,2,3.7,8,2,2,-1,0,0.00266666666666667
8,C.Otton,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,93.1,14,72.1,0,65,42,391,2,0.0866666666666667
9,C.Brate,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,37.4,9,27.4,0,38,20,174,0,0.0506666666666667
10,K.Kieft,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,21,8,17.5,0,10,7,80,1,0.0133333333333333
11,K.Rudolph,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,11.8,5,10.3,0,5,3,28,1,0.00666666666666667
12,M.Evans,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,225.4,15,186.9,0,127,77,1124,6,0.169333333333333
13,C.Godwin,WR,NA,NA,NA,NA,NA,NA,5,0,2,1,222.8,15,170.8,3,142,104,1023,3,0.189333333333333
14,R.Gage,WR,NA,NA,NA,NA,NA,NA,0,0,1,1,123.6,13,98.1,0,70,51,426,5,0.0933333333333333
15,J.Jones,WR,NA,NA,NA,NA,NA,NA,45,0,0,0,70.4,10,58.4,5,43,24,299,2,0.0573333333333333
16,S.Miller,WR,NA,NA,NA,NA,NA,NA,8,0,0,0,42.3,11,30.8,1,40,23,185,0,0.0533333333333333
17,B.Perriman,WR,NA,NA,NA,NA,NA,NA,-7,0,1,0,23.3,8,18.8,2,19,9,110,1,0.0253333333333333
18,D.Thompkins,WR,NA,NA,NA,NA,NA,NA,26,0,0,0,10.8,2,8.3,2,10,5,32,0,0.0133333333333333
19,C.Beasley,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,5.7,2,3.7,0,5,4,17,0,0.00666666666666667
20,J.Darden,WR,NA,NA,NA,NA,NA,NA,2,0,0,0,4.8,3,3.8,1,2,2,26,0,0.00266666666666667
1,R.Tannehill,QB,325,212,65.23%,2536,14,6,98,2,2,1,165.24,12,171.24,NA,NA,NA,NA,NA,NA
2,J.Dobbs,QB,68,40,58.82%,411,2,2,44,0,2,0,20.84,2,22.84,NA,NA,NA,NA,NA,NA
3,M.Willis,QB,61,31,50.82%,276,0,3,123,1,2,0,19.34,7,22.34,NA,NA,NA,NA,NA,NA
4,D.Henry,RB,NA,NA,NA,NA,NA,NA,1538,13,3,0,302.76,16,282.1,349,41,33,398,0,0.0903083700440529
5,D.Hilliard,RB,NA,NA,NA,NA,NA,NA,145,0,0,0,77.2,11,66.7,22,26,21,177,4,0.0572687224669604
6,H.Haskins,RB,NA,NA,NA,NA,NA,NA,93,0,0,0,26,7,20.5,25,12,11,57,0,0.026431718061674
7,J.Chestnut,RB,NA,NA,NA,NA,NA,NA,12,0,0,0,8.3,3,6.8,9,3,3,41,0,0.0066079295154185
8,J.Ward,RB,NA,NA,NA,NA,NA,NA,25,0,0,0,5.2,2,4.2,5,3,2,7,0,0.0066079295154185
9,A.Hooper,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,97.4,17,76.9,0,60,41,444,2,0.13215859030837
10,C.Okonkwo,TE,NA,NA,NA,NA,NA,NA,2,0,0,1,97.2,15,81.2,3,46,32,450,3,0.101321585903084
11,G.Swaim,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,23.8,11,17.8,0,16,12,58,1,0.0352422907488987
12,R.Woods,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,117.7,17,91.2,0,91,53,527,2,0.200440528634361
13,T.Burks,WR,NA,NA,NA,NA,NA,NA,47,0,0,0,88.1,11,71.6,4,54,33,444,1,0.118942731277533
14,N.Westbrook-Ikhine,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,82.7,15,70.2,0,50,25,397,3,0.110132158590308
15,K.Philips,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,15.8,4,11.8,0,13,8,78,0,0.0286343612334802
16,C.Conley,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,8.6,3,6.6,0,5,4,46,0,0.0110132158590308
17,C.Hollister,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,8.4,4,6.9,0,5,3,54,0,0.0110132158590308
18,R.McMath,WR,NA,NA,NA,NA,NA,NA,4,0,0,0,6.4,4,5.4,1,8,2,40,0,0.0176211453744493
19,C.Board,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,1.6,1,1.1,0,1,1,6,0,0.00220264317180617
20,M.Kinsey,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,1.3,1,0.8,0,1,1,3,0,0.00220264317180617
21,J.Gordon,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0.00220264317180617
1,T.Heinicke,QB,259,161,62.16%,1859,12,6,96,1,5,0,115.96,9,121.96,NA,NA,NA,NA,NA,NA
2,C.Wentz,QB,276,172,62.32%,1755,11,9,86,1,1,2,112.8,8,121.8,NA,NA,NA,NA,NA,NA
3,S.Howell,QB,19,11,57.89%,169,1,1,35,1,0,0,18.26,1,19.26,NA,NA,NA,NA,NA,NA
4,A.Gibson,RB,NA,NA,NA,NA,NA,NA,546,3,0,0,165.9,15,142.9,149,58,46,353,2,0.104693140794224
5,B.Robinson,RB,NA,NA,NA,NA,NA,NA,797,2,0,0,112.7,12,108.2,205,12,9,60,1,0.0216606498194946
6,J.McKissic,RB,NA,NA,NA,NA,NA,NA,95,0,0,1,55.8,8,42.3,22,40,27,173,0,0.072202166064981907
7,J.Williams,RB,NA,NA,NA,NA,NA,NA,152,0,0,0,26.2,7,22.7,37,10,7,40,0,0.0180505415162455
8,J.Patterson,RB,NA,NA,NA,NA,NA,NA,78,0,0,0,7.8,1,7.8,17,1,0,0,0,0.00180505415162455
9,R.Bonnafon,RB,NA,NA,NA,NA,NA,NA,8,0,0,0,0.8,1,0.8,3,0,0,0,0,0
10,L.Thomas,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,77.3,13,57.8,0,61,39,323,1,0.110108303249097
11,J.Bates,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,30.8,9,23.8,0,22,14,108,1,0.0397111913357401
12,A.Rogers,TE,NA,NA,NA,NA,NA,NA,26,0,0,0,14,5,11.5,2,6,5,64,0,0.0108303249097473
13,C.Turner,TE,NA,NA,NA,NA,NA,NA,0,0,0,0,4.3,5,3.3,0,9,2,23,0,0.0162454873646209
14,T.McLaurin,WR,NA,NA,NA,NA,NA,NA,29,0,0,0,229,17,190.5,7,120,77,1191,5,0.216606498194946
15,C.Samuel,WR,NA,NA,NA,NA,NA,NA,187,1,1,0,176.3,17,144.3,38,92,64,656,4,0.166064981949458
16,J.Dotson,WR,NA,NA,NA,NA,NA,NA,-7,0,0,1,130.6,12,113.1,2,61,35,523,7,0.110108303249097
17,D.Brown,WR,NA,NA,NA,NA,NA,NA,15,0,0,0,32.8,7,30.3,1,14,5,143,2,0.0252707581227437
18,C.Sims,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,16.9,12,12.9,0,18,8,89,0,0.0324909747292419
19,D.Milne,WR,NA,NA,NA,NA,NA,NA,0,0,0,0,15.7,7,12.7,0,7,6,37,1,0.0126353790613718
